material_id,formula,structure,description,band_gap,volume,is_gap_direct
mp-2739,TeO2,"Full Formula (Te4 O8)
Reduced Formula: TeO2
abc   : 4.825872 4.825872 7.654139
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Te   0.027248 0.027248 0.000000     0.0
1   Te   0.472752 0.527248 0.750000     0.0
2   Te   0.527248 0.472752 0.250000     0.0
3   Te   0.972752 0.972752 0.500000     0.0
4   O    0.259935 0.139489 0.184729    -0.0
5   O    0.360511 0.759935 0.934729    -0.0
6   O    0.639489 0.240065 0.434729    -0.0
7   O    0.759935 0.360511 0.065271    -0.0
8   O    0.240065 0.639489 0.565271    -0.0
9   O    0.740065 0.860511 0.684729    -0.0
10  O    0.139489 0.259935 0.815271    -0.0
11  O    0.860511 0.740065 0.315271    -0.0","TeO2 crystallizes in the monoclinic P2_1/c space group. The structure is two-dimensional and consists of one TeO2 sheet oriented in the (0, 0, 1) direction. Te(1) is bonded to two equivalent O(1) and three equivalent O(2) atoms to form a mixture of distorted corner and edge-sharing TeO5 square pyramids. There is one shorter (1.95 脜) and one longer (2.03 脜) Te(1)-O(1) bond length. There are a spread of Te(1)-O(2) bond distances ranging from 1.93-2.50 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a bent 150 degrees geometry to two equivalent Te(1) atoms. In the second O site, O(2) is bonded in a 3-coordinate geometry to three equivalent Te(1) atoms.",,178.2575262765153,
mp-24204,CaHI,"Full Formula (Ca2 H2 I2)
Reduced Formula: CaHI
abc   : 4.023342 4.023342 9.343126
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ca   -0.000000 0.500000 0.130193    -0.0
1   Ca   0.500000 0.000000 0.869807    -0.0
2   H    0.500000 0.500000 0.000000    -0.0
3   H    -0.000000 0.000000 0.000000    -0.0
4   I    0.000000 0.500000 0.699790     0.0
5   I    0.500000 -0.000000 0.300210     0.0","CaHI crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one CaHI sheet oriented in the (0, 0, 1) direction. Ca(1) is bonded in a 8-coordinate geometry to four equivalent H(1) and four equivalent I(1) atoms. All Ca(1)-H(1) bond lengths are 2.34 脜. All Ca(1)-I(1) bond lengths are 3.24 脜. H(1) is bonded to four equivalent Ca(1) atoms to form a mixture of corner and edge-sharing HCa4 tetrahedra. I(1) is bonded in a 4-coordinate geometry to four equivalent Ca(1) atoms.",,151.23982087527645,
mp-22893,PbI2,"Full Formula (Pb1 I2)
Reduced Formula: PbI2
abc   : 4.612728 4.612652 7.257029
angles: 90.002118 89.999331 120.001568
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Pb   0.999999 0.999999 0.000000    -0.0
1   I    0.666676 0.333318 0.740946     0.0
2   I    0.333325 0.666683 0.259054     0.0","PbI2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one PbI2 sheet oriented in the (0, 0, 1) direction. Pb(1) is bonded to six equivalent I(1) atoms to form edge-sharing PbI6 octahedra. All Pb(1)-I(1) bond lengths are 3.25 脜. I(1) is bonded in a distorted T-shaped geometry to three equivalent Pb(1) atoms.",,133.71840953727838,
mp-624400,CdI2,"Full Formula (Cd10 I20)
Reduced Formula: CdI2
abc   : 4.281608 4.281609 71.604670
angles: 90.000000 90.000000 120.000004
pbc   : True True True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Cd   0.666667 0.333333 0.525000    -0.0
1   Cd   0.666667 0.333333 0.225004     0.0
2   Cd   0.666667 0.333333 0.724995     0.0
3   Cd   0.000000 -0.000000 0.824998     0.0
4   Cd   0.666667 0.333333 0.425001     0.0
5   Cd   0.000000 -0.000000 0.924998    -0.0
6   Cd   0.666667 0.333333 0.025005     0.0
7   Cd   0.000000 -0.000000 0.324995     0.0
8   Cd   0.000000 -0.000000 0.124991     0.0
9   Cd   0.000000 -0.000000 0.625008    -0.0
10  I    -0.000000 -0.000000 0.200931     0.0
11  I    0.333333 0.666667 0.449069    -0.0
12  I    0.333333 0.666667 0.949069     0.0
13  I    0.666667 0.333333 0.100931     0.0
14  I    0.666667 0.333333 0.900931    -0.0
15  I    0.333333 0.666667 0.349069     0.0
16  I    -0.000000 -0.000000 0.400931    -0.0
17  I    0.333333 0.666667 0.049069    -0.0
18  I    0.666667 0.333333 0.300931    -0.0
19  I    0.333333 0.666667 0.549069     0.0
20  I    0.666667 0.333333 0.600931     0.0
21  I    0.333333 0.666667 0.149069    -0.0
22  I    0.333333 0.666667 0.249069     0.0
23  I    0.000000 -0.000000 0.000931    -0.0
24  I    -0.000000 -0.000000 0.700931    -0.0
25  I    0.333333 0.666667 0.849069    -0.0
26  I    0.333333 0.666667 0.649069    -0.0
27  I    0.666667 0.333333 0.800931    -0.0
28  I    0.333333 0.666667 0.749069    -0.0
29  I    0.000000 -0.000000 0.500931     0.0","CdI2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CdI2 sheet oriented in the (0, 0, 1) direction. Cd(1) is bonded to six equivalent I(1) atoms to form edge-sharing CdI6 octahedra. All Cd(1)-I(1) bond lengths are 3.02 脜. I(1) is bonded in a distorted T-shaped geometry to three equivalent Cd(1) atoms.",,1136.8048602544504,
mp-13151,BN,"Full Formula (B4 N4)
Reduced Formula: BN
abc   : 4.424223 4.424223 2.550356
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   B    0.174283 0.825717 0.500000    -0.0
1   B    0.325717 0.325717 0.000000    -0.0
2   B    0.674283 0.674283 0.000000    -0.0
3   B    0.825717 0.174283 0.500000    -0.0
4   N    0.812601 0.812601 0.500000    -0.0
5   N    0.312601 0.687399 0.000000    -0.0
6   N    0.687399 0.312601 0.000000    -0.0
7   N    0.187399 0.187399 0.500000    -0.0","BN is Boron Nitride-like structured and crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one BN sheet oriented in the (0, 0, 1) direction. B(1) is bonded in a trigonal planar geometry to three equivalent N(1) atoms. All B(1)-N(1) bond lengths are 1.45 脜. N(1) is bonded in a trigonal planar geometry to three equivalent B(1) atoms.",,49.92002859670767,
mp-634326,GaHO2,"Full Formula (Ga4 H4 O8)
Reduced Formula: GaHO2
abc   : 4.508158 9.784920 2.975748
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ga   0.443872 0.356445 0.250000     0.0
1   Ga   0.056128 0.856445 0.250000     0.0
2   Ga   0.556128 0.643555 0.750000     0.0
3   Ga   0.943872 0.143555 0.750000     0.0
4   H    0.096425 0.592513 0.250000     0.0
5   H    0.403575 0.092513 0.250000     0.0
6   H    0.903575 0.407487 0.750000     0.0
7   H    0.596425 0.907487 0.750000     0.0
8   O    0.808653 0.693431 0.250000     0.0
9   O    0.691347 0.193431 0.250000     0.0
10  O    0.191347 0.306569 0.750000     0.0
11  O    0.308653 0.806569 0.750000     0.0
12  O    0.305387 0.557045 0.250000    -0.0
13  O    0.194613 0.057045 0.250000    -0.0
14  O    0.694613 0.442955 0.750000    -0.0
15  O    0.805387 0.942955 0.750000    -0.0","GaOOH crystallizes in the orthorhombic Pmn2_1 space group. The structure is two-dimensional and consists of one GaOOH sheet oriented in the (0, 0, 1) direction. Ga(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form a mixture of corner and edge-sharing GaO6 octahedra. The corner-sharing octahedral tilt angles are 25掳. Both Ga(1)-O(1) bond lengths are 2.00 脜. There are a spread of Ga(1)-O(2) bond distances ranging from 1.95-2.08 脜. H(1) is bonded in a single-bond geometry to one O(1) atom. The H(1)-O(1) bond length is 0.98 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a trigonal non-coplanar geometry to two equivalent Ga(1) and one H(1) atom. In the second O site, O(2) is bonded to four equivalent Ga(1) atoms to form a mixture of corner and edge-sharing OGa4 trigonal pyramids.",,131.26608643773145,
mp-1001833,InBi,"Full Formula (In1 Bi1)
Reduced Formula: InBi
abc   : 4.785046 4.785046 4.785046
angles: 60.000000 60.000000 60.000000
pbc   : True True True
Sites (2)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   In   0.000000 -0.000000 0.000000    -0.0
1   Bi   0.750000 0.750000 0.750000     0.0","InBi crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one InBi sheet oriented in the (0, 0, 1) direction. In(1) is bonded to four equivalent Bi(1) atoms to form a mixture of distorted corner and edge-sharing InBi4 tetrahedra. All In(1)-Bi(1) bond lengths are 3.07 脜. Bi(1) is bonded in a 4-coordinate geometry to four equivalent In(1) atoms.",,77.47173639943239,
mp-7007,NbSe2,"Full Formula (Nb1 Se2)
Reduced Formula: NbSe2
abc   : 3.499315 3.498437 12.426009
angles: 85.961859 81.905510 59.991710
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Nb   0.075297 0.849407 -0.000000   0.827
1   Se   0.809965 0.516297 0.863772  -0.011
2   Se   0.673737 0.516297 0.136228  -0.011","NbSe2Br2 crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one NbSe2Br2 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded in a 8-coordinate geometry to two equivalent Se(1), two equivalent Se(2), and four equivalent Br(1) atoms. Both Nb(1)-Se(1) bond lengths are 2.64 脜. Both Nb(1)-Se(2) bond lengths are 2.66 脜. There are two shorter (2.77 脜) and two longer (2.79 脜) Nb(1)-Br(1) bond lengths. There are two inequivalent Se sites. In the first Se site, Se(1) is bonded in a 2-coordinate geometry to two equivalent Nb(1) atoms. In the second Se site, Se(2) is bonded in a 2-coordinate geometry to two equivalent Nb(1) atoms. Br(1) is bonded in a water-like geometry to two equivalent Nb(1) atoms.",,130.4171020797153,
mp-1400906,CoO2,"Full Formula (Co4 O8)
Reduced Formula: CoO2
abc   : 2.819213 6.800678 6.790488
angles: 87.733892 78.015919 78.036385
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.653101 0.182490 0.516502   0.646
1   Co   0.168818 0.483561 0.183472   0.646
2   Co   0.834743 0.516837 0.818679   0.646
3   Co   0.350964 0.817853 0.485637   0.646
4   O    0.839768 0.704503 0.621165   0.279
5   O    0.459739 0.382160 0.703343    0.28
6   O    0.543879 0.618208 0.298801    0.28
7   O    0.164151 0.295828 0.380943   0.279
8   O    0.156357 0.048341 0.644228   0.024
9   O    0.800256 0.356901 0.047341   0.023
10  O    0.847744 0.951983 0.357918   0.024
11  O    0.203333 0.643511 0.954788   0.023","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,124.5865170211454,
mp-9920,TiS3,"Full Formula (Ti2 S6)
Reduced Formula: TiS3
abc   : 3.416517 5.033156 8.973195
angles: 83.168896 90.000000 90.000000
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ti   0.250000 0.718690 0.649425     0.0
1   Ti   0.750000 0.281310 0.350575     0.0
2   S    0.250000 0.117008 0.180999     0.0
3   S    0.750000 0.882992 0.819001     0.0
4   S    0.750000 0.760534 0.451213     0.0
5   S    0.250000 0.239466 0.548787     0.0
6   S    0.750000 0.480802 0.817516     0.0
7   S    0.250000 0.519198 0.182484     0.0","TiS3 crystallizes in the monoclinic P2_1/m space group. The structure is two-dimensional and consists of one TiS3 sheet oriented in the (0, 0, 1) direction. Ti(1) is bonded in a 8-coordinate geometry to two equivalent S(1), two equivalent S(2), and four equivalent S(3) atoms. Both Ti(1)-S(1) bond lengths are 2.50 脜. Both Ti(1)-S(2) bond lengths are 2.50 脜. There are two shorter (2.47 脜) and two longer (2.67 脜) Ti(1)-S(3) bond lengths. There are three inequivalent S sites. In the first S site, S(1) is bonded in an L-shaped geometry to two equivalent Ti(1) atoms. In the second S site, S(2) is bonded in an L-shaped geometry to two equivalent Ti(1) atoms. In the third S site, S(3) is bonded to four equivalent Ti(1) atoms to form a mixture of distorted corner and edge-sharing STi4 trigonal pyramids.",,153.2064428549375,
mp-1272749,CoO2,"Full Formula (Co2 O4)
Reduced Formula: CoO2
abc   : 2.767937 7.046899 4.837796
angles: 96.604341 90.007385 78.648255
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.500000 -0.000000 0.500000   0.738
1   Co   0.000000 -0.000000 -0.000000   0.738
2   O    0.568195 0.863924 0.810456   0.119
3   O    0.068191 0.863935 0.310488   0.119
4   O    0.931808 0.136066 0.689513   0.119
5   O    0.431805 0.136075 0.189544   0.119","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,91.8785333044817,
mp-27257,PBr3,"Full Formula (P4 Br12)
Reduced Formula: PBr3
abc   : 6.598913 8.323172 10.167866
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   P    0.027224 0.037255 0.250000    -0.0
1   P    0.527224 0.462745 0.750000    -0.0
2   P    0.472776 0.537255 0.250000    -0.0
3   P    0.972776 0.962745 0.750000    -0.0
4   Br   0.148053 0.181119 0.081403     0.0
5   Br   0.648053 0.318881 0.918597     0.0
6   Br   0.351947 0.681118 0.418597     0.0
7   Br   0.851947 0.818882 0.581403     0.0
8   Br   0.851947 0.818882 0.918597     0.0
9   Br   0.351947 0.681118 0.081403     0.0
10  Br   0.648053 0.318881 0.581403     0.0
11  Br   0.148053 0.181119 0.418597     0.0
12  Br   0.699273 0.106571 0.250000     0.0
13  Br   0.199273 0.393429 0.750000     0.0
14  Br   0.800727 0.606571 0.250000     0.0
15  Br   0.300727 0.893429 0.750000     0.0","PBr3 is Ammonia-like structured and crystallizes in the orthorhombic Pmc2_1 space group. The structure is zero-dimensional and consists of two phosphorus tribromide molecules. P(1) is bonded in a trigonal non-coplanar geometry to one Br(2) and two equivalent Br(1) atoms. The P(1)-Br(2) bond length is 2.26 脜. Both P(1)-Br(1) bond lengths are 2.26 脜. There are two inequivalent Br sites. In the first Br site, Br(1) is bonded in a single-bond geometry to one P(1) atom. In the second Br site, Br(2) is bonded in a single-bond geometry to one P(1) atom.",,558.4588011803313,
mp-29666,Bi2Te2Se,"Full Formula (Bi2 Te2 Se1)
Reduced Formula: Bi2Te2Se
abc   : 10.875693 10.875693 10.875693
angles: 22.921559 22.921559 22.921560
pbc   : True True True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Bi   0.608279 0.608279 0.608279    -0.0
1   Bi   0.391721 0.391721 0.391720    -0.0
2   Te   0.219595 0.219595 0.219595     0.0
3   Te   0.780405 0.780405 0.780405     0.0
4   Se   -0.000000 -0.000000 0.000000     0.0","Bi2Te2Se is trigonal omega-derived structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one Bi2Te2Se sheet oriented in the (0, 0, 1) direction. Bi(1) is bonded to three equivalent Te(1) and three equivalent Se(1) atoms to form a mixture of corner and edge-sharing BiTe3Se3 octahedra. The corner-sharing octahedra are not tilted. All Bi(1)-Te(1) bond lengths are 3.07 脜. All Bi(1)-Se(1) bond lengths are 3.12 脜. Te(1) is bonded in a distorted T-shaped geometry to three equivalent Bi(1) atoms. Se(1) is bonded to six equivalent Bi(1) atoms to form edge-sharing SeBi6 octahedra.",,171.2386874142613,
mp-1120746,Te2Mo,"Full Formula (Te4 Mo2)
Reduced Formula: Te2Mo
abc   : 3.480403 6.361609 36.175992
angles: 90.135798 89.999998 90.000000
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Te   0.250000 0.579147 0.943470    -0.0
1   Te   0.750000 0.420856 0.056530    -0.0
2   Te   0.750000 0.070744 0.959294     0.0
3   Te   0.250000 0.929265 0.040710     0.0
4   Mo   0.250000 0.318647 0.002532    -0.0
5   Mo   0.750000 0.681342 0.997463     0.0","MoTe2 is Molybdenite-like structured and crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one MoTe2 sheet oriented in the (0, 0, 1) direction. Mo(1) is bonded in a 6-coordinate geometry to six equivalent Te(1) atoms. All Mo(1)-Te(1) bond lengths are 2.74 脜. Te(1) is bonded in a 3-coordinate geometry to three equivalent Mo(1) atoms.",,800.9690698753072,
mp-17287,TaTe4Ir,"Full Formula (Ta4 Te16 Ir4)
Reduced Formula: TaTe4Ir
abc   : 3.808049 12.604877 14.099916
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ta   -0.000000 0.052341 0.004718    -0.0
1   Ta   0.500000 0.947659 0.504718    -0.0
2   Ta   -0.000000 0.269101 0.490373     0.0
3   Ta   0.500000 0.730899 0.990373     0.0
4   Te   0.500000 0.106733 0.138571     0.0
5   Te   -0.000000 0.893267 0.638571     0.0
6   Te   0.500000 0.151772 0.601647    -0.0
7   Te   -0.000000 0.848228 0.101647    -0.0
8   Te   0.500000 0.322913 0.356088    -0.0
9   Te   0.000000 0.677087 0.856088    -0.0
10  Te   0.500000 0.435024 0.901695     0.0
11  Te   -0.000000 0.564976 0.401695     0.0
12  Te   -0.000000 0.065672 0.394692     0.0
13  Te   0.500000 0.934328 0.894692     0.0
14  Te   0.000000 0.192393 0.864606     0.0
15  Te   0.500000 0.807607 0.364606     0.0
16  Te   0.000000 0.346667 0.090117    -0.0
17  Te   0.500000 0.653333 0.590117    -0.0
18  Te   -0.000000 0.412042 0.628210     0.0
19  Te   0.500000 0.587958 0.128210     0.0
20  Ir   0.000000 0.534521 -0.001108     0.0
21  Ir   0.500000 0.465479 0.498892     0.0
22  Ir   -0.000000 0.753131 0.493451    -0.0
23  Ir   0.500000 0.246869 0.993451    -0.0","TaIrTe4 crystallizes in the monoclinic P2_1/m space group. The structure is two-dimensional and consists of one TaIrTe4 sheet oriented in the (0, 0, 1) direction. Ta(1) is bonded in a 8-coordinate geometry to two equivalent Ir(1), one Te(2), two equivalent Te(1), and three equivalent Te(3) atoms. Both Ta(1)-Ir(1) bond lengths are 3.10 脜. The Ta(1)-Te(2) bond length is 2.67 脜. Both Ta(1)-Te(1) bond lengths are 2.78 脜. There are two shorter (2.88 脜) and one longer (2.92 脜) Ta(1)-Te(3) bond length. Ir(1) is bonded to two equivalent Ta(1), one Te(1), two equivalent Te(2), and three equivalent Te(4) atoms to form a mixture of distorted face and edge-sharing IrTa2Te6 hexagonal bipyramids. The Ir(1)-Te(1) bond length is 2.72 脜. Both Ir(1)-Te(2) bond lengths are 2.74 脜. There are two shorter (2.68 脜) and one longer (2.72 脜) Ir(1)-Te(4) bond length. There are four inequivalent Te sites. In the first Te site, Te(1) is bonded in a 3-coordinate geometry to two equivalent Ta(1) and one Ir(1) atom. In the second Te site, Te(2) is bonded in a 3-coordinate geometry to one Ta(1) and two equivalent Ir(1) atoms. In the third Te site, Te(3) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ta(1) atoms. In the fourth Te site, Te(4) is bonded in a distorted T-shaped geometry to three equivalent Ir(1) atoms.",,676.7957632743197,
mp-1245297,BN,"Full Formula (B50 N50)
Reduced Formula: BN
abc   : 10.604925 10.050242 10.590169
angles: 91.561634 86.512917 89.189094
pbc   : True True True
Sites (100)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   B    0.451946 0.885822 0.508643     0.0
1   B    0.015615 0.987499 0.158236     0.0
2   B    0.614501 0.055838 0.089015     0.0
3   B    0.171347 0.020406 0.133152     0.0
4   B    0.010255 0.031278 0.819610     0.0
5   B    0.661545 0.107411 0.318698     0.0
6   B    0.386342 0.423048 0.369064     0.0
7   B    0.525423 0.336239 0.626273     0.0
8   B    0.845424 0.607610 0.063628     0.0
9   B    0.474881 0.675165 0.638651    -0.0
10  B    0.661260 0.701382 0.747519     0.0
11  B    0.023219 0.905839 0.468315     0.0
12  B    0.421853 0.872806 0.840048     0.0
13  B    0.526552 0.909555 0.930710     0.0
14  B    0.542341 0.102413 0.540012     0.0
15  B    0.657396 0.944917 0.668092     0.0
16  B    0.835821 0.049814 0.766407     0.0
17  B    0.349986 0.061662 0.135650     0.0
18  B    0.203357 0.725573 0.404361     0.0
19  B    0.096865 0.515659 0.324047     0.0
20  B    0.816598 0.770667 0.550084     0.0
21  B    0.932743 0.289041 0.790476     0.0
22  B    0.571048 0.417816 0.827463     0.0
23  B    0.165439 0.865479 0.866172     0.0
24  B    0.413725 0.240286 0.740551     0.0
25  B    0.238647 0.093976 0.904134     0.0
26  B    0.061683 0.372751 0.368183     0.0
27  B    0.975342 0.444345 0.928663     0.0
28  B    0.683820 0.454243 0.038970     0.0
29  B    0.975724 0.131349 0.370371     0.0
30  B    0.684136 0.513056 0.601470     0.0
31  B    0.841472 0.058248 0.171916     0.0
32  B    0.629921 0.547258 0.916613     0.0
33  B    0.228383 0.159762 0.698716     0.0
34  B    0.658546 0.294496 0.985767     0.0
35  B    0.272803 0.954304 0.357964     0.0
36  B    0.071367 0.780045 0.284990     0.0
37  B    0.875639 0.805420 0.745122     0.0
38  B    0.887613 0.546839 0.720032     0.0
39  B    0.382654 0.741284 0.753331     0.0
40  B    0.667986 0.308574 0.440022     0.0
41  B    0.071673 0.165279 0.517560     0.0
42  B    0.998036 0.680579 0.889694     0.0
43  B    0.894889 0.841899 0.107642     0.0
44  B    0.696801 0.781469 0.992467     0.0
45  B    0.659925 0.158133 0.847880     0.0
46  B    0.043127 0.371502 0.112315     0.0
47  B    0.765735 0.426300 0.238602     0.0
48  B    0.340775 0.665540 0.459189     0.0
49  B    0.457628 0.213924 0.226880     0.0
50  N    0.901178 0.978856 0.068496    -0.0
51  N    0.026307 0.336932 0.994318    -0.0
52  N    0.731184 0.729188 0.441374    -0.0
53  N    0.739676 0.357535 0.336183    -0.0
54  N    0.361812 0.527727 0.439642    -0.0
55  N    0.939041 0.094674 0.249561    -0.0
56  N    0.058555 0.415500 0.232740    -0.0
57  N    0.616915 0.907379 0.013689    -0.0
58  N    0.701925 0.056393 0.748327    -0.0
59  N    0.702455 0.067330 0.200727    -0.0
60  N    0.743167 0.809114 0.679835    -0.0
61  N    0.192361 0.549511 0.682769    -0.0
62  N    0.002119 0.048013 0.477059    -0.0
63  N    0.465458 0.375291 0.752787    -0.0
64  N    0.480231 0.101268 0.151486    -0.0
65  N    0.118119 0.653292 0.327582    -0.0
66  N    0.595637 0.614849 0.658996    -0.0
67  N    0.091256 0.767130 0.907944    -0.0
68  N    0.934119 0.424155 0.795641    -0.0
69  N    0.951473 0.577625 0.981777    -0.0
70  N    0.927091 0.155272 0.796746    -0.0
71  N    0.300114 0.830414 0.820205    -0.0
72  N    0.204690 0.464849 0.746853    -0.0
73  N    0.929159 0.816113 0.506029    -0.0
74  N    0.263200 0.073462 0.033210    -0.0
75  N    0.132959 0.011126 0.858058    -0.0
76  N    0.559466 0.960108 0.578450    -0.0
77  N    0.656571 0.685306 0.886080    -0.0
78  N    0.263464 0.009840 0.232180    -0.0
79  N    0.813013 0.534904 0.617265    -0.0
80  N    0.158484 0.181786 0.608310    -0.0
81  N    0.648445 0.149097 0.984656    -0.0
82  N    0.625896 0.389748 0.549701    -0.0
83  N    0.657331 0.307728 0.847208    -0.0
84  N    0.027289 0.255216 0.422028    -0.0
85  N    0.916680 0.936113 0.775068    -0.0
86  N    0.307975 0.164993 0.800639    -0.0
87  N    0.419437 0.318580 0.292132    -0.0
88  N    0.435520 0.741307 0.524759    -0.0
89  N    0.926090 0.676733 0.772502    -0.0
90  N    0.363279 0.706004 0.144759    -0.0
91  N    0.474886 0.201646 0.615476    -0.0
92  N    0.798053 0.746826 0.070068    -0.0
93  N    0.996076 0.835108 0.197086    -0.0
94  N    0.149704 0.864174 0.392452    -0.0
95  N    0.688621 0.700705 0.350284     0.0
96  N    0.378667 0.961452 0.430279    -0.0
97  N    0.454547 0.650316 0.147352    -0.0
98  N    0.773400 0.497717 0.128470    -0.0
99  N    0.628355 0.161610 0.435276    -0.0","BN is Boron Nitride-like structured and crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one BN sheet oriented in the (0, 0, 1) direction. B(1) is bonded in a trigonal planar geometry to three equivalent N(1) atoms. All B(1)-N(1) bond lengths are 1.45 脜. N(1) is bonded in a trigonal planar geometry to three equivalent B(1) atoms.",,1126.072400053092,
mp-1079207,TiO2,"Full Formula (Ti3 O6)
Reduced Formula: TiO2
abc   : 5.331440 5.331440 3.131580
angles: 90.000000 90.000000 120.000006
pbc   : True True True
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ti   0.666667 0.333333 0.500000    -0.0
1   Ti   0.333333 0.666667 0.500000    -0.0
2   Ti   0.000000 0.000000 0.000000     0.0
3   O    0.737396 0.737396 0.500000     0.0
4   O    0.262604 0.000000 0.500000     0.0
5   O    0.000000 0.262604 0.500000     0.0
6   O    0.398207 0.398207 0.000000     0.0
7   O    0.601793 0.000000 0.000000     0.0
8   O    0.000000 0.601793 0.000000     0.0",TiO2 is Cyanogen Chloride-derived structured and crystallizes in the hexagonal P6/mmm space group. The structure is zero-dimensional and consists of one titanium dihydroxide molecule. Ti(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Ti(1)-O(1) bond lengths are 1.72 脜. O(1) is bonded in a single-bond geometry to one Ti(1) atom.,,77.08737257123106,
mp-604915,CrSe,"Full Formula (Cr2 Se2)
Reduced Formula: CrSe
abc   : 3.530359 3.530359 6.320517
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Cr   0.000000 0.000000 0.000000   0.345
1   Cr   0.500000 0.500000 0.000000   0.345
2   Se   0.000000 0.500000 0.265376  -0.023
3   Se   0.500000 0.000000 0.734624  -0.023","CrSe crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one CrSe sheet oriented in the (0, 0, 1) direction. Cr(1) is bonded in a 4-coordinate geometry to four equivalent Se(1) atoms. All Cr(1)-Se(1) bond lengths are 2.43 脜. Se(1) is bonded in a 4-coordinate geometry to four equivalent Cr(1) atoms.",,78.77535070305171,
